,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name
4192,C-Class Progressive C 200,4250000.0,28000,Petrol,Automatic,1st Owner,2019,1199,5,Mercedes-Benz
4193,Duster 85PS Diesel RxL Optional,266000.0,159511,Diesel,Manual,2nd Owner,2013,1998,5,Renault
4194,Swift Dzire LDI Optional,435000.0,81325,Diesel,Manual,2nd Owner,2016,998,4,Maruti
4195,Aspire Titanium Plus,646000.0,19904,Petrol,Manual,1st Owner,2020,1248,5,Ford
4196,Land Cruiser VX,16900000.0,27000,Diesel,Automatic,1st Owner,2019,1364,5,Toyota
4197,XUV500 W8 2WD,541000.0,110986,Diesel,Manual,2nd Owner,2014,1998,5,Mahindra
4198,EON D Lite Plus,176000.0,43421,Petrol,Manual,2nd Owner,2013,1248,5,Hyundai
4199,Beat LT,255000.0,37275,Petrol,Manual,1st Owner,2014,1120,5,Chevrolet
4200,X1 sDrive20i xLine,4000000.0,10000,Petrol,Automatic,1st Owner,2021,1498,5,BMW
4202,Vitara Brezza LDi Option,535000.0,76535,Diesel,Manual,2nd Owner,2017,1197,7,Maruti
4203,Etios Cross 1.4L VD,378000.0,51260,Diesel,Manual,1st Owner,2014,1248,4,Toyota
4204,3 DOOR John Cooper Works 2019-2020,3450000.0,40000,Petrol,Automatic,2nd Owner,2017,1498,5,Mini
4205,Swift VDI,564000.0,53297,Diesel,Manual,1st Owner,2018,1999,5,Maruti
4207,Ecosport 1.5 DV5 MT Titanium,452000.0,50141,Diesel,Manual,2nd Owner,2014,999,5,Ford
4208,XC60 D5 Inscription,5450000.0,34000,Diesel,Automatic,1st Owner,2019,1197,7,Volvo
4210,Sail LS ABS,245000.0,64000,Diesel,Manual,1st Owner,2014,1086,4,Chevrolet
4211,Amaze V Diesel BSIV,725000.0,72000,Diesel,Manual,1st Owner,2019,1493,5,Honda
4212,Rover Discovery Sport TD4 HSE 7S,4875000.0,38000,Diesel,Automatic,1st Owner,2020,1197,5,Land
4214,Polo 1.0 MPI Comfortline,572000.0,48141,Petrol,Manual,1st Owner,2019,1968,5,Volkswagen
4215,i20 Magna,250000.0,84947,Petrol,Manual,3rd Owner,2013,1248,5,Hyundai
4217,i10 Era 1.1,145000.0,79857,Petrol,Manual,1st Owner,2009,1968,5,Hyundai
4218,Alcazar Platinum 7-Seater Diesel AT,1854000.0,12081,Diesel,Automatic,1st Owner,2021,1498,5,Hyundai
4219,Grand i10 Sportz,347000.0,56384,Petrol,Manual,1st Owner,2015,1598,5,Hyundai
4220,RS7 4.0 TFSI,17500000.0,11500,Petrol,Automatic,1st Owner,2020,2179,5,Audi
4221,Q3 2.0 TDI Quattro Premium Plus,1300000.0,72000,Diesel,Automatic,2nd Owner,2014,998,5,Audi
4222,Baleno 1.3 Alpha,450000.0,77000,Diesel,Manual,2nd Owner,2016,1197,5,Maruti
4223,Rover Range Rover 3.0 Vogue,1800000.0,60000,Diesel,Automatic,2nd Owner,2012,814,5,Land
4224,Q5 40 TDI Premium Plus,4475000.0,27000,Diesel,Automatic,2nd Owner,2020,1197,5,Audi
4225,Jazz 1.5 S i DTEC,450000.0,91000,Diesel,Manual,1st Owner,2015,1395,5,Honda
4226,Polo GT TDI,200000.0,77000,Diesel,Manual,2nd Owner,2012,1998,5,Volkswagen
4228,Venue SX Plus Turbo DCT BSIV,1020000.0,58499,Petrol,Automatic,1st Owner,2019,1995,7,Hyundai
4229,i10 Asta Sunroof AT,265000.0,123445,Petrol,Automatic,1st Owner,2012,1991,5,Hyundai
4230,EON Magna Plus,189000.0,47651,Petrol,Manual,2nd Owner,2013,1373,5,Hyundai
4232,A4 30 TFSI Premium Plus,2175000.0,99125,Petrol,Automatic,1st Owner,2017,1196,5,Audi
4233,5 Series 530i M Sport,5175000.0,46000,Petrol,Automatic,1st Owner,2019,998,5,BMW
4234,ES 300h,3975000.0,68000,Petrol,Automatic,1st Owner,2017,1493,5,Lexus
4235,5 Series 520d Luxury Line,5475000.0,40500,Diesel,Automatic,1st Owner,2021,1197,5,BMW
4236,GLC 300 4MATIC,4375000.0,27000,Petrol,Automatic,1st Owner,2018,1950,5,Mercedes-Benz
4237,Ciaz 1.4 Delta,648000.0,33877,Petrol,Manual,1st Owner,2018,1495,5,Maruti
4238,Fortuner 4x4 MT,1365000.0,180396,Diesel,Manual,1st Owner,2014,1998,5,Toyota
4239,Aspire 1.2 Ti-VCT Trend,365000.0,100135,Petrol,Manual,1st Owner,2016,1950,5,Ford
4240,Wagon R VXI BS IV,365000.0,40955,Petrol,Manual,2nd Owner,2018,1248,5,Maruti
4241,Seltos X-Line AT D,1758000.0,8357,Diesel,Automatic,1st Owner,2022,1197,4,Kia
4242,Swift VXI,431000.0,71234,Petrol,Manual,1st Owner,2016,1956,5,Maruti
4243,GLC 220d 4MATIC,5875000.0,18000,Diesel,Automatic,1st Owner,2020,1197,5,Mercedes-Benz
4244,Accent Executive,212000.0,43308,Petrol,Manual,1st Owner,2012,1997,4,Hyundai
4245,A4 Technology,4180000.0,16000,Petrol,Automatic,1st Owner,2021,1968,5,Audi
4246,E-Class Exclusive E 220d,5475000.0,32000,Diesel,Automatic,1st Owner,2019,1950,7,Mercedes-Benz
4247,Swift Dzire VDI,428000.0,111298,Diesel,Manual,2nd Owner,2015,1998,5,Maruti
4248,i20 Magna Plus BSIV,578000.0,5240,Petrol,Manual,1st Owner,2019,1493,5,Hyundai
4249,Harrier XZ BSIV,1383000.0,66773,Diesel,Manual,1st Owner,2019,1493,5,Tata
4250,i20 Magna 1.2,458000.0,72009,Petrol,Manual,1st Owner,2016,1956,5,Hyundai
4251,Thar LX 4-Str Hard Top,1680000.0,5500,Petrol,Manual,1st Owner,2022,1373,5,Mahindra
4252,Q5 30 TDI quattro Premium Plus,2390000.0,56500,Diesel,Automatic,1st Owner,2016,1498,5,Audi
4253,C-Class Progressive C 220d,4375000.0,40200,Diesel,Automatic,1st Owner,2020,1196,5,Mercedes-Benz
4254,3 DOOR Cooper S,4375000.0,4200,Petrol,Automatic,2nd Owner,2018,1197,5,Mini
4255,i20 Asta Opt Diesel,1059000.0,13980,Diesel,Manual,2nd Owner,2020,1197,7,Hyundai
4256,TUV 300 T6 Plus,507000.0,39563,Diesel,Manual,1st Owner,2016,1198,5,Mahindra
4257,Harrier XZ Plus,1922000.0,20499,Diesel,Manual,1st Owner,2020,814,5,Tata
4258,Ciaz VXi Plus,539000.0,39967,Petrol,Manual,1st Owner,2016,2179,5,Maruti
4259,Amaze V CVT Diesel BSIV,597000.0,87593,Diesel,Automatic,2nd Owner,2018,1582,5,Honda
4260,Aspire 1.2 Ti-VCT Trend,392000.0,41717,Petrol,Manual,1st Owner,2015,1968,7,Ford
4261,Swift VXI,598000.0,18946,Petrol,Manual,1st Owner,2021,1984,7,Maruti
4262,Baleno 1.2 Delta,491000.0,93428,Petrol,Manual,1st Owner,2017,1493,5,Maruti
4263,Polo 1.2 MPI Comfortline,390000.0,44000,Petrol,Manual,1st Owner,2014,1248,5,Volkswagen
4264,EON Magna Plus,217000.0,37646,Petrol,Manual,2nd Owner,2014,1462,5,Hyundai
4265,XUV500 W6 2WD,659000.0,31188,Diesel,Manual,1st Owner,2015,1998,5,Mahindra
4266,Verna 1.6 CRDi EX MT,450000.0,78960,Diesel,Manual,2nd Owner,2014,1999,5,Hyundai
4267,A4 35 TDI Technology Edition,1480000.0,45500,Diesel,Automatic,1st Owner,2014,1395,5,Audi
4268,A6 45 TFSI Technology,5780000.0,16000,Petrol,Automatic,0th Owner,2021,1968,5,Audi
4269,Verna S Plus Diesel,1066000.0,7622,Diesel,Manual,1st Owner,2022,1968,5,Hyundai
4270,Enjoy TCDi LTZ 7 Seater,327000.0,87365,Diesel,Manual,1st Owner,2014,1498,5,Chevrolet
4271,Ertiga ZXI AT,1059000.0,13672,Petrol,Automatic,1st Owner,2021,1968,5,Maruti
4272,A4 Technology,4590000.0,12000,Petrol,Automatic,1st Owner,2021,1497,5,Audi
4273,XF 2.0 Diesel Prestige,2980000.0,59000,Diesel,Automatic,1st Owner,2018,1186,5,Jaguar
4274,A4 30 TFSI Technology,3380000.0,41000,Petrol,Automatic,1st Owner,2018,1198,5,Audi
4275,Q3 35 TDI Quattro Premium,2390000.0,44600,Diesel,Automatic,1st Owner,2017,1199,5,Audi
4276,Q3 35 TDI Quattro Premium Plus,1280000.0,38500,Diesel,Automatic,2nd Owner,2013,1498,5,Audi
4277,Duster 1.5 Petrol RXL,615000.0,33809,Petrol,Manual,1st Owner,2016,1396,5,Renault
4278,A6 35 TDI Technology,1975000.0,60100,Diesel,Automatic,2nd Owner,2015,1197,5,Audi
4279,Aspire Titanium Automatic,485000.0,62168,Petrol,Automatic,1st Owner,2015,1248,5,Ford
4280,Grand i10 1.2 CRDi Sportz,330000.0,79500,Diesel,Manual,1st Owner,2016,1197,5,Hyundai
4281,Micra XL,180000.0,43732,Petrol,Manual,1st Owner,2012,1497,5,Nissan
4282,Amaze V CVT Petrol,570000.0,82200,Petrol,Automatic,1st Owner,2018,1197,5,Honda
4283,Ecosport 1.5 DV5 MT Trend,455000.0,66001,Diesel,Manual,2nd Owner,2014,1197,5,Ford
4284,i20 Sportz 1.4 CRDi,335000.0,83204,Diesel,Manual,2nd Owner,2013,1197,5,Hyundai
4285,Baleno 1.2 Delta,575000.0,58516,Petrol,Manual,1st Owner,2018,1197,5,Maruti
4286,Ciaz ZDi Plus SHVS,535000.0,93000,Diesel,Manual,1st Owner,2015,1197,5,Maruti
4287,Grand i10 Sportz,445000.0,73000,Petrol,Manual,1st Owner,2016,2143,5,Hyundai
4288,City 1.5 S MT,245000.0,47864,Petrol,Manual,1st Owner,2009,1781,5,Honda
4289,Baleno 1.2 Zeta,688000.0,29000,Petrol,Manual,2nd Owner,2019,1396,5,Maruti
4290,i20 Magna 1.2,535000.0,81000,Petrol,Manual,1st Owner,2017,1798,5,Hyundai
4291,i20 Asta Option 1.2,505000.0,69000,Petrol,Manual,2nd Owner,2015,1197,5,Hyundai
4292,Grand i10 AT Sportz,435000.0,29000,Petrol,Automatic,1st Owner,2014,1498,5,Hyundai
4293,Grand i10 Sportz,385000.0,64000,Petrol,Manual,1st Owner,2014,1399,5,Hyundai
4294,C-Class C 220 CDI Avantgarde,2975000.0,71000,Diesel,Automatic,2nd Owner,2018,1197,7,Mercedes-Benz
4295,A4 1.8 TFSI,1480000.0,57500,Petrol,Automatic,3rd Owner,2013,1197,5,Audi
4296,i20 Sportz 1.4 CRDi,335000.0,83000,Diesel,Manual,2nd Owner,2013,799,5,Hyundai
4298,Baleno Zeta,688000.0,29000,Petrol,Manual,2nd Owner,2019,1461,6,Maruti
4299,Vento 1.5 TDI Comfortline,345000.0,93000,Diesel,Manual,1st Owner,2013,1197,8,Volkswagen
4300,Figo Diesel LXI,210000.0,90300,Diesel,Manual,1st Owner,2013,1461,5,Ford
4301,Grand i10 Sportz,445000.0,73000,Petrol,Manual,1st Owner,2016,1198,5,Hyundai
4303,KWID RXT,270000.0,65292,Petrol,Manual,1st Owner,2017,1086,5,Renault
4304,Xylo E4,182000.0,112341,Diesel,Manual,1st Owner,2009,1199,5,Mahindra
4305,Sunny Diesel XL,196000.0,92540,Diesel,Manual,2nd Owner,2012,1061,5,Nissan
4306,Grand i10 Sportz,359000.0,69470,Petrol,Manual,1st Owner,2015,1582,5,Hyundai
4307,Duster 110PS Diesel RxZ,354000.0,45590,Diesel,Manual,2nd Owner,2012,2143,5,Renault
4308,KUV 100 NXT D75 K2,381000.0,54137,Diesel,Manual,1st Owner,2018,1998,5,Mahindra
4309,Innova 2.5 G (Diesel) 8 Seater,465000.0,60130,Diesel,Manual,2nd Owner,2012,1248,5,Toyota
4310,i10 Era,201000.0,54858,Petrol,Manual,2nd Owner,2012,1462,5,Hyundai
4311,Altroz XZ,780000.0,11939,Petrol,Manual,1st Owner,2020,1197,5,Tata
4312,Wagon R VXI Minor,130000.0,41149,Petrol,Manual,1st Owner,2009,1199,5,Maruti
4313,Verna 1.6 SX CRDi (O),336000.0,239199,Diesel,Manual,1st Owner,2012,2143,5,Hyundai
4314,GLE 250d,4575000.0,46100,Diesel,Automatic,1st Owner,2017,814,5,Mercedes-Benz
4315,X3 xDrive 30i Luxury Line,6175000.0,18000,Petrol,Automatic,1st Owner,2021,1396,5,BMW
4316,Swift VDI,288000.0,103992,Diesel,Manual,1st Owner,2012,998,7,Maruti
4317,Brezza VXi,909000.0,1026,Petrol,Manual,1st Owner,2022,1582,5,Maruti
4318,Grand i10 1.2 Kappa Sportz BSIV,467000.0,14748,Petrol,Manual,1st Owner,2018,1368,5,Hyundai
4319,Altroz XZ,798000.0,9789,Petrol,Manual,1st Owner,2020,2179,5,Tata
4320,CLA 200 CDI Style,1600000.0,56000,Diesel,Automatic,2nd Owner,2015,1248,5,Mercedes-Benz
4321,EON Era Plus,231000.0,7779,Petrol,Manual,1st Owner,2015,1497,5,Hyundai
4322,i20 Magna 1.4 CRDi,385000.0,81867,Diesel,Manual,4th Owner,2015,1497,5,Hyundai
4323,Wagon R LXI BS IV,276000.0,85232,Petrol,Manual,2nd Owner,2015,998,5,Maruti
4324,Verna 1.6 SX CRDi (O),361000.0,53416,Diesel,Manual,2nd Owner,2012,1197,5,Hyundai
4325,Compass 1.4 Longitude Plus AT,1690000.0,78000,Petrol,Automatic,1st Owner,2018,1197,5,Jeep
4326,XUV500 W8 FWD,446000.0,91480,Diesel,Manual,1st Owner,2012,1197,5,Mahindra
4327,Swift Dzire VDI,570000.0,55385,Diesel,Manual,1st Owner,2017,1197,5,Maruti
4328,City i VTEC V,675000.0,57264,Petrol,Manual,1st Owner,2017,1120,5,Honda
4329,XUV300 W4 Diesel,923000.0,15220,Diesel,Manual,1st Owner,2021,998,5,Mahindra
4330,Wagon R VXI BS IV,262000.0,34438,Petrol,Manual,2nd Owner,2014,1364,5,Maruti
4331,Grand i10 Sportz,417000.0,23931,Petrol,Manual,1st Owner,2017,1248,5,Hyundai
4332,Xcent 1.2 Kappa S,355000.0,32423,Petrol,Manual,2nd Owner,2014,1197,5,Hyundai
4333,Ignis Sigma,516000.0,6944,Petrol,Manual,1st Owner,2021,799,5,Maruti
4334,Baleno 1.2 Delta,532000.0,51906,Petrol,Manual,1st Owner,2018,1498,5,Maruti
4335,Xcent 1.1 CRDi S Option,371000.0,55975,Diesel,Manual,2nd Owner,2015,1197,5,Hyundai
4336,Wagon R AMT VXI,358000.0,46491,Petrol,Automatic,1st Owner,2016,1956,5,Maruti
4337,Platinum Etios 1.4 GXD,641000.0,25330,Diesel,Manual,1st Owner,2018,1968,5,Toyota
4338,Swift VDI,288000.0,86593,Diesel,Manual,2nd Owner,2012,1197,4,Maruti
4339,i20 Asta,205000.0,76634,Petrol,Manual,2nd Owner,2010,796,5,Hyundai
4340,KWID RXT,282000.0,37094,Petrol,Manual,2nd Owner,2018,1461,7,Renault
4341,Amaze S i-Dtech,307000.0,94817,Diesel,Manual,2nd Owner,2014,624,5,Honda
4342,i10 Magna 1.2,137000.0,78841,Petrol,Manual,4th Owner,2009,1196,5,Hyundai
4343,Harrier XZ Plus,1855000.0,30193,Diesel,Manual,1st Owner,2021,1493,5,Tata
4344,A4 35 TDI Technology,3280000.0,43900,Diesel,Automatic,1st Owner,2019,1396,5,Audi
4345,Swift VXI,502000.0,60548,Petrol,Manual,1st Owner,2018,936,5,Maruti
4346,Alto 800 VXI Optional,317000.0,7517,Petrol,Manual,1st Owner,2019,1197,4,Maruti
4347,Terrano XV 110 PS,414000.0,99348,Diesel,Manual,2nd Owner,2014,1248,5,Nissan
4348,Nano Cx BSII,,48977,Petrol,Manual,1st Owner,2011,1248,5,Tata
4349,Aspire 1.2 Ti-VCT Titanium,365000.0,86754,Petrol,Manual,1st Owner,2015,1998,5,Ford
4350,TUV 300 T8,554000.0,86418,Diesel,Manual,1st Owner,2017,1798,5,Mahindra
4351,Venue SX Opt Diesel BSIV,1002000.0,19540,Diesel,Manual,1st Owner,2019,1582,5,Hyundai
4352,Beat Diesel LT,126000.0,76529,Diesel,Manual,1st Owner,2013,1199,5,Chevrolet
4353,Swift Dzire VXI 1.2,541000.0,43334,Petrol,Manual,1st Owner,2017,1248,5,Maruti
4354,Swift Dzire VDI,428000.0,99515,Diesel,Manual,2nd Owner,2015,1197,5,Maruti
4355,Vitara Brezza VDi,682000.0,47264,Diesel,Manual,1st Owner,2018,1497,5,Maruti
4356,6 Series GT 630i Luxury Line 2018-2021,5580000.0,20800,Petrol,Automatic,1st Owner,2019,1582,5,BMW
4357,A4 35 TFSi Premium,2080000.0,32000,Petrol,Automatic,1st Owner,2016,1582,5,Audi
4358,Elantra CRDi SX,533000.0,87995,Diesel,Manual,2nd Owner,2013,1197,5,Hyundai
4359,WR-V i-VTEC S,570000.0,39283,Petrol,Manual,1st Owner,2017,1591,5,Honda
4360,Ciaz VDi Plus SHVS,548000.0,76239,Diesel,Manual,2nd Owner,2016,998,5,Maruti
4361,i20 Sportz,767000.0,1040,Petrol,Manual,1st Owner,2022,1395,5,Hyundai
4362,City i-VTEC CVT V,915000.0,22307,Petrol,Automatic,1st Owner,2019,1498,7,Honda
4363,Elantra CRDi SX,533000.0,55538,Diesel,Manual,2nd Owner,2013,1248,8,Hyundai
4364,Verna 1.6 SX,414000.0,90867,Diesel,Manual,1st Owner,2013,998,5,Hyundai
4365,Ignis Sigma,491000.0,23302,Petrol,Manual,1st Owner,2021,2179,5,Maruti
4366,Verna VTVT 1.6 SX,748000.0,38990,Petrol,Manual,2nd Owner,2018,2179,5,Hyundai
4367,A-Star Vxi,144000.0,65641,Petrol,Manual,1st Owner,2010,1199,5,Maruti
4368,A4 30 TFSI Technology,3280000.0,27000,Petrol,Automatic,2nd Owner,2018,1497,5,Audi
4369,Vento 1.5 TDI Comfortline,345000.0,95129,Diesel,Manual,1st Owner,2013,998,5,Volkswagen
4370,Swift Dzire ZDI,346000.0,135969,Diesel,Manual,1st Owner,2012,1968,5,Maruti
4371,Wagon R VXI,511000.0,23400,Petrol,Manual,3rd Owner,2020,998,7,Maruti
4372,Scorpio S7 140 BSIV,1064000.0,55461,Diesel,Manual,1st Owner,2018,1197,5,Mahindra
4373,Scorpio SLE BSIV,370000.0,72299,Diesel,Manual,1st Owner,2010,1353,5,Mahindra
4374,Amaze VX,816000.0,5362,Petrol,Manual,1st Owner,2022,2179,5,Honda
4375,City GXi,105000.0,122758,Petrol,Manual,5th Owner,2005,1498,6,Honda
4376,Wagon R LXI BS IV,215000.0,66081,Petrol,Manual,1st Owner,2012,1197,5,Maruti
4377,A6 35 TDI,1980000.0,85000,Diesel,Automatic,1st Owner,2015,1197,7,Audi
4378,Wagon R Stingray VXI,282000.0,131022,Petrol,Manual,1st Owner,2015,1198,5,Maruti
4379,Swift VXI,286000.0,52580,Petrol,Manual,1st Owner,2013,1197,5,Maruti
4380,Seltos GTX Plus DCT,1695000.0,41714,Petrol,Automatic,1st Owner,2020,2179,5,Kia
4381,XUV500 W8 FWD,429000.0,121446,Diesel,Manual,1st Owner,2012,1991,5,Mahindra
4382,City VX MT,1212000.0,17262,Petrol,Manual,1st Owner,2020,814,5,Honda
4383,Swift Dzire VXI 1.2,541000.0,65908,Petrol,Manual,1st Owner,2017,1498,5,Maruti
4384,Swift VXI,598000.0,7282,Petrol,Manual,1st Owner,2020,1248,5,Maruti
4385,KUV 100 mFALCON G80 K4,287000.0,69404,Petrol,Manual,2nd Owner,2016,1197,5,Mahindra
4386,Swift Dzire VXI,408000.0,29265,Petrol,Manual,1st Owner,2015,1995,5,Maruti
4387,XUV500 R W10 FWD,795000.0,50179,Diesel,Manual,2nd Owner,2015,799,5,Mahindra
4388,GLA Class Urban Edition 200,2646000.0,29774,Petrol,Automatic,1st Owner,2019,1248,5,Mercedes-Benz
4389,EON D Lite Plus,161000.0,77896,Petrol,Manual,2nd Owner,2012,2143,5,Hyundai
4390,City VX CVT,1347000.0,6144,Petrol,Automatic,1st Owner,2021,1497,5,Honda
4391,Swift VDI BSIV,422000.0,88559,Diesel,Manual,2nd Owner,2015,1198,5,Maruti
4392,Grand i10 Sportz,359000.0,51927,Petrol,Manual,2nd Owner,2016,814,5,Hyundai
4393,3 Series 320d Luxury Line,1350000.0,99000,Diesel,Automatic,1st Owner,2015,1197,7,BMW
4394,KWID RXL,275000.0,47000,Petrol,Manual,1st Owner,2018,1197,5,Renault
4395,Baleno 1.3 Sigma,550000.0,35000,Diesel,Manual,1st Owner,2018,1086,5,Maruti
4396,C-Class C 220 CDI BE COR,975000.0,58000,Diesel,Automatic,1st Owner,2013,1248,5,Mercedes-Benz
4397,City S,400000.0,48000,Petrol,Manual,1st Owner,2012,1197,5,Honda
4398,Amaze VX AT i-Vtech,475000.0,45000,Petrol,Automatic,1st Owner,2014,1998,5,Honda
4399,EON D Lite,190000.0,60000,Petrol,Manual,2nd Owner,2012,999,5,Hyundai
4400,i20 Magna Optional 1.2,465000.0,23000,Petrol,Manual,1st Owner,2014,1396,5,Hyundai
4401,Grand i10 1.2 Kappa Era,460000.0,45000,Petrol,Manual,1st Owner,2019,1495,5,Hyundai
4402,i10 Magna 1.1L,325000.0,45000,Petrol,Manual,1st Owner,2014,1198,5,Hyundai
4403,Ertiga VDI,525000.0,58000,Diesel,Manual,1st Owner,2013,1186,5,Maruti
4404,i20 1.2 Spotz,625000.0,48000,Petrol,Manual,1st Owner,2018,1199,5,Hyundai
4406,Kushaq 1.0 TSI Style 6 Airbags AT,1675000.0,16000,Petrol,Automatic,1st Owner,2022,2143,5,Skoda
4407,i20 Asta 1.4 CRDi,465000.0,90000,Diesel,Manual,2nd Owner,2015,1197,5,Hyundai
4408,Accent GLE,250000.0,80000,Petrol,Manual,2nd Owner,2006,1199,5,Hyundai
4409,Nexon 1.2 Revotron XZ Plus Dual Tone,830000.0,140000,Petrol,Manual,1st Owner,2018,1461,5,Tata
4410,Grand i10 1.2 CRDi Asta,400000.0,60000,Diesel,Manual,2nd Owner,2019,998,5,Hyundai
4411,WR-V i-VTEC VX,900000.0,17000,Petrol,Manual,1st Owner,2019,2143,5,Honda
4412,NX 300h,4200000.0,111000,Petrol,Automatic,1st Owner,2018,1061,5,Lexus
4413,M-Class ML 250 CDI,2850000.0,38000,Diesel,Automatic,2nd Owner,2015,1248,5,Mercedes-Benz
4414,Swift VXI,385000.0,80000,Petrol,Manual,2nd Owner,2013,1498,5,Maruti
4415,Amaze V Petrol BSIV,600000.0,36500,Petrol,Manual,1st Owner,2017,1196,5,Honda
4416,Sunny XE D,425000.0,55000,Diesel,Manual,2nd Owner,2018,1497,5,Nissan
4417,Wagon R VXI Optional,300000.0,80000,Petrol,Manual,2nd Owner,2016,796,5,Maruti
4418,C-Class C 220 CDI Elegance AT,620000.0,98000,Diesel,Automatic,2nd Owner,2010,1198,5,Mercedes-Benz
4419,Wagon R LXI Minor,198000.0,200000,Petrol,Manual,3rd Owner,2007,796,5,Maruti
4420,Swift VDI,325000.0,140000,Diesel,Manual,2nd Owner,2012,1198,5,Maruti
4421,Vento 1.5 TDI Highline,360000.0,100000,Diesel,Manual,2nd Owner,2014,1497,5,Volkswagen
4422,Eeco 5 Seater AC BSIV,230000.0,168000,Petrol,Manual,3rd Owner,2012,1196,5,Maruti
4423,Seltos HTX IVT G,1500000.0,25000,Petrol,Automatic,1st Owner,2021,995,7,Kia
4424,Alto LX BSIII,110000.0,120000,Petrol,Manual,4th Owner,2009,998,5,Maruti
4425,Amaze E i-VTEC,445000.0,30000,Petrol,Manual,2nd Owner,2017,796,7,Honda
4426,Alto LX,136000.0,100000,Petrol,Manual,1st Owner,2011,1497,5,Maruti
4427,Micra Active XL Petrol,250000.0,80000,Petrol,Manual,1st Owner,2016,1461,5,Nissan
4428,City i VTEC VX Option,1000000.0,50000,Petrol,Manual,1st Owner,2016,1196,5,Honda
4429,Eeco CNG 5 Seater AC,290000.0,40000,Cng,Manual,1st Owner,2021,1796,7,Maruti
4430,Spark 1.0 LS,,100000,Petrol,Manual,4th Owner,2009,1061,5,Chevrolet
4431,Wagon R VXI Optional,300000.0,166000,Petrol,Manual,1st Owner,2015,1197,5,Maruti
4432,Alto 800 LXI,185000.0,74000,Petrol,Manual,1st Owner,2014,1373,5,Maruti
4433,BR-V i-VTEC E MT,700000.0,80000,Petrol,Manual,1st Owner,2017,1451,5,Honda
4434,Duster 85PS Diesel RxS,650000.0,60000,Diesel,Manual,2nd Owner,2019,1197,5,Renault
4435,Eeco 7 Seater STD 2020-2022,410000.0,50000,Petrol,Manual,2nd Owner,2020,1498,5,Maruti
4436,E-Class E 200 CGI Elegance,1000000.0,70000,Petrol,Automatic,2nd Owner,2011,1248,5,Mercedes-Benz
4437,Wagon R LXI Minor,220000.0,73000,Petrol,Manual,2nd Owner,2010,1497,5,Maruti
4438,i20 1.2 Asta Option,650000.0,70000,Petrol,Manual,1st Owner,2018,1197,5,Hyundai
4439,Ertiga LXI CNG,385000.0,120000,Cng,Manual,3rd Owner,2014,1798,7,Maruti
4440,Hector Sharp DCT,1700000.0,40000,Petrol,Automatic,1st Owner,2021,1248,5,MG
4441,i20 1.2 Asta,675000.0,50000,Petrol,Manual,1st Owner,2018,998,5,Hyundai
4442,Amaze SX i-DTEC,470000.0,70000,Diesel,Manual,2nd Owner,2015,2179,5,Honda
4444,City 1.5 V AT,350000.0,92000,Petrol,Automatic,2nd Owner,2010,1197,5,Honda
4445,Grand i10 Magna,411000.0,60000,Petrol,Manual,1st Owner,2015,1797,5,Hyundai
4446,Superb Petrol Ambition,400000.0,45000,Petrol,Manual,3rd Owner,2012,1197,5,Skoda
4447,Manza Aura (ABS) Quadrajet,135000.0,58000,Diesel,Manual,3rd Owner,2009,1199,5,Tata
4448,Wagon R VXI BS IV,311000.0,90000,Petrol,Manual,1st Owner,2013,1493,5,Maruti
4449,Hexa XM Plus,1350000.0,35000,Diesel,Manual,2nd Owner,2019,1061,5,Tata
4450,A6 3.0 TDI quattro,550000.0,80000,Diesel,Automatic,4th Owner,2010,1198,5,Audi
4451,Grand i10 Sportz,289000.0,80000,Petrol,Manual,2nd Owner,2014,1197,5,Hyundai
4452,Elantra SX,341000.0,200000,Petrol,Manual,2nd Owner,2012,1298,5,Hyundai
4453,Grand i10 Sportz,350000.0,80000,Petrol,Manual,2nd Owner,2015,1196,5,Hyundai
4454,Beat LT,170000.0,40000,Petrol,Manual,1st Owner,2011,1298,5,Chevrolet
4455,Verna SX Opt AT Diesel,1550000.0,32000,Diesel,Automatic,1st Owner,2021,1198,5,Hyundai
4456,Wagon R LXI Minor,175000.0,70000,Petrol,Manual,2nd Owner,2009,1197,5,Maruti
4457,KUV 100 NXT D75 K8 5Str,320000.0,80000,Diesel,Manual,2nd Owner,2017,1197,7,Mahindra
4458,Swift Dzire VXI,700000.0,60000,Petrol,Manual,1st Owner,2021,998,5,Maruti
4459,Swift 1.3 VXi,160000.0,130000,Petrol,Manual,4th Owner,2008,1798,4,Maruti
4460,Eeco 5 STR With AC Plus HTR CNG,130000.0,100000,Cng,Manual,4th Owner,2010,1248,7,Maruti
4461,Swift Dzire VXi,250000.0,80000,Petrol,Manual,2nd Owner,2009,1197,5,Maruti
4462,Micra XV CVT,308000.0,80000,Petrol,Automatic,3rd Owner,2017,624,5,Nissan
4463,i20 Sportz,750000.0,30000,Petrol,Manual,1st Owner,2020,1373,5,Hyundai
4464,i20 1.2 Spotz,600000.0,30000,Petrol,Manual,1st Owner,2018,1461,7,Hyundai
4465,Wagon R VXI Minor,250000.0,90000,Petrol,Manual,2nd Owner,2011,1248,5,Maruti
4466,Corolla Altis 1.8 J,145000.0,120000,Petrol,Manual,4th Owner,2008,1196,5,Toyota
